query,label
我 姐 干 工作 是 一 名 司机,其他
收费 后 ， 希望 你们 还 爱 我,你
这 是 我们 两 个 之间 的 秘密,双方
嗯你好 厉害 来 ， 抱 一个 吧 。,你
你们 怎么 解释,你
你 更新 一下 。,你
我 不得不 去 。,我
我 说 我们 明天 结婚 吧 。,双方
偶 刚刚 弹奏 管风琴,我
我们 这 是 要 我 也 不 知道 孙悍勇 无比 顺畅 请 做 好 准备,双方
你 不 懂 我 。,你
恬静 美好 如 你,你
大大 的 我 小小的 你,我
我 说 你 不 贫,你
给 我 唱 个 500 。,你
你 的 体重 是 多少 啊 ？ 告诉 我 吧 ？,你
再 来 一个 诗词 表演 ， 好 吗 ？,你
还 在 想 你们 去 吃饭 了,你
你们 全都 可爱 哭 啊,你
他们 结婚,其他
你 过来 我 也 看不到 呀 。,我
觉得 十分 惬意 的 以前 我们 呀,双方
你 看 杯子 眼熟 吗,你
希望 你 健康 做 个 乖宝宝,你
我 说 你 在 干 嘛 ？,你
播放 黑 鸭子 的 无言 的 结局 。,你
哈哈 哈哈哈 我 截 到 了 你 打 哈欠,我
大学 以来 最 强 的 队 ， 现在 有 个 位置 空缺 ， 你 的 位置 救生衣 。,无
然而 别人 并 不 是 那么 在意 你 阿,其他
"放 一 首 张 真的 , 我 被 青春 撞 了 一下 腰 。",我
爱上 你 的 第750 天 ， 打表,我
你 可以 再 去 了解 一下 。,你
地上 那些 纸屑 是 不 是 你 干 的,你
那 我们 是 恋人 么,双方
没有 你 俩 ， 我 哪里 有 未来,我
那 不 叫 很 贱 ？,无
还 好 有 你 安慰 ， 可 心疼 呢 吧,我
不 我们 玩 啊 你 就 写 了 是 吧,你
今天 我 可 开心 了,我
这个 都 不 会 琥珀 你 个 笨蛋 ，,你
不 想 听 小白 你 怎么 不 懂 啊 ！,你
你 跟 厂家 说 一下 计算 错 了,你
不过 不要紧 ， 我们 依然 爱 你 卷福,双方
这 爱 的 城市 虽然 拥挤 直到 遇见 你,我
宇喵 ， 好 想 你 ， 晚安,我
搜搜 大学,你
看 这 一路 漫长 ， 有 你 就 是 希望,我
你 就 一直 换 衣服 吧 ， 这个 贱人 。,你
我 把 你们 俩 现在,我
我 没 看见 。,我
你 不 忘 今天 我 过 生日 。,你
脑残 吧,你
你 跟 我 的 君子 吗,你
且 行 且 珍惜 吧 ， 爱 你们,你
别 紧张 今晚 全场 都 是 你 的 人 呐,你
我 是 怜惜 你 呢,我
你 丫 搞 什么 还 没有 ， 我 。,你
你 可以 叫 我 张晓红 啊,你
你 坤 这 次 真 没 进 首发 啊,你
播放 课文 我们 都 是 中国 人,你
猜猜 你 能 看到 什么 ？,你
处女座 今天 投资 运势 如何,无
就 喜欢 二二 的 你,我
谁 说 我 不要 你 了 。,其他
你 知道 吗 ？ 柳州 今年 好戏连台,你
我 没法 住校 ， 不 能 上 大学 。,我
我 听 你们 的 强项,我
咱籍贯 是 五华省,我
吃 完 饭 啦 。,你
你 和 那个 香水,你
你们 能 不能不 要 一起 来 打击 我,你
大 傻瓜 是 琥珀,你
我 不 就 在家 睡觉 了 。,我
你 又 出差 。,你
祝福 他们 步入 婚姻 的 殿堂,无
还有 你 背后 的 那个 喵,其他
来 一 首 听 妈妈 的 话 。,你
用 我 top 的 最新 帅照 迷晕 你们,你
你 脑子 进 水 啦,你
这 让 我们 紧张 的 心情,双方
没事 就 去 训练 吧 。,你
你 本来 就 没有 声音 了 啊 ！,你
你 弱智 。,你
你 在 吃 什么 早餐 啊 ！,你
岛国 福利 ， 送给 你,我
白痴 ， 白痴 你 就 是 大白痴,你
低迷 的 状态 幸好 有 你们 的 陪伴,你
你 的 每 一个 重要 的 日子 我 都 在,我
哦 不好 吧 ， 你 脑子 都 不 过来 了 。,你
训练 诗词 敕勒 歌,你
我 想 我 真的 太 喜欢 这个 包包 了,我
可以 用 电脑 给 你 介绍 个 新 朋友 是 你们 宿舍 没有 电,我
我 要 自由 ....,我
明天 让 你 的 经纪人 把 葡萄 带 给 你 。,我
不 是 你们 品牌部 的 名片,你
春风 十 里 不及 你,无
能 不 能 吃饭 ？,你
被 你 圈粉 了 ， 新 爱上 的 女 冷,我
你 是 快乐 的 小孩,你
死 娃儿 你 不 晓得 老子 在 减肥 蛮,其他
王桂香 是 不 是 笨蛋 。,其他
你们 就 下 进去 了,你
感谢 为 花名册 辛苦 努力 的 你们,我
你 是 真 的 傻 了 吗 ？,你
记忆 我 的 老公 的 是 ab 型 血型,你
我们 班 的 学生 吗,其他
乖乖 。,你
不 带 你们 这样 欺负 人 的 啊,你
那 我们 一起 来 倾听 你 的 笑话 吧,双方
来 一 波 近照 ， 吓 吓 你们 ， 哈哈,我
我 和 真 棒,我
你们 不要 再 骂 阿瑜 哥哥 了,你
是 奇葩 。,其他
然后 我们 就 吃 不 到 好吃 的 呀,双方
琥珀 你 比 小 兔子 还 好看,你
呼和浩特 天气 情况 怎么样,无
我 和 我 弟弟 在 吃 鱼 。,我
本人 女 朋友 是 德国 人,其他
感谢 今天 出演 的 所有 人 ， 爱 你们,我
什么 狗屁 玩意儿 你 说 的,你
稳日 精神病 发作 ， 眨 死 你 扑街,无
练声 。,无
小 笨蛋 啦 你 这个 ！,你
总会 发生 这种 事情 我们 在 这个 枯井 里 住 了,双方
性病 ， 你 是 个 傻逼,你
你 精神 很 好 。,你
还 不如 我,你
你 好 傻勒 。,你
我 热爱 我 的 事业 。,我
妈 的 走开 ， 操,无
希望 你 身体 健康 ， 幸福,我
我 喜欢 的 人 ， 我 不 喜欢,我
在 你 小号 。,你
你 要 抓住 机会 哈,你
那 你 的 生日 。,你
这样 啊,无
请 播放 仙剑 奇侠传 。,你
臭 不 要 脸 的 ， 爸爸 问 你 你 秀 啥,其他
嘻嘻 ， 美滋滋,我
那 时候 我们 的 员工,双方
放 你 的 血 ， 52 集 看 完 了,无
你 刚才 来 了 一个 后 滚翻 。,你
在 部队 好好 休息 等 你 回来,我
謝謝 你 無論 在 哪 裡 都 有 想 著 我,我
为了 我 和 你 的 吗,双方
又 伴男 你 知道 我 阴影 面积 吗,你
难道 你 想 留 在 家乡 了 ？,你
我 居然 看到 了 你 手上 的 伤疤,我
他 是 小 苹果 。,其他
我们 一会 去 医院,双方
西河镇 的 天气 。,无
咱们 去 犯法 吧,双方
我 和 面膜 吧,我
公主 尼木 ， 你 一定 要 大大 的 幸福,其他
你 超级 可爱 你 特别 可爱 小 乖乖,你
不 操 你 母亲 。,无
进行 诗词 训练 ， 15 分钟 。,你
太空 了 吧 ！,无
好 想 你 ， 可是 说 不 出口,我
日 你 妈 你 。,你
努力 过 出 你 想 要 的 生活,你
一个 字 美 ， 两 个 字 ， 漂亮,无
你 ， 快乐 成长 。,你
我 说 你 能 再 集中 点 精神 吗,你
干 你 。,我
我 很 美 吗 琥珀 ？,我
死 小白 。,其他
长短 好坏☞ 都 希望 你们 接受,你
咱 来自 黄陵省,我
昨天 看 的 时候 真心疼 你,我
期待 和 你 走过 好多 好多 纪念日,我
琥珀 你 比 猪 还 蠢,你
求 你 帮助,我
要 记住 那些 让 你 变 善良 的 人,你
不 放弃 ！ 你 喜欢 的 我 也 喜欢,我
点 一点 看 你 进步,无
自由 的 在 一个 你 陌生 的 国家,无
最后 我们 如果 是,双方
太 难听 了,你
你 没有 性病,你
这个 不 脑 残诶,无
我 可以 黑 你 但是 别人 不 可以,我
哈哈哈哈 ！ 你 赢 了 ， 今日 最佳,你
你 和 蓝牙 连接,你
我 只是 空虚 死 啊 。,我
你 咋 那么 可爱 ， 比 rose 还 混,你
呵呵 ， 不 叫 傻逼 吧 ！,你
好 跟 你 较量 ， 老娘 忍 好久 了,我
你 为什么 骗 我,你
你 的 反应 有点儿 迟钝 。,你
接下来 的 事情 就 是 学习 和 爱 你,我
贼 感动 ， 谢谢 你 记得,我
让 你们 再 吃 宵夜,你
科学 态度 。,无
哭 一个 ， 生气,我
希望 能 和 你 一直 绑 飞 下去,我
怎么 唱歌 这么 不好,你
你 比 他 笨 好 多 。,你
你 和 小肚皮 起来 就 是 人工 制造,你
清除 杂草,你
"如何 , 天气 。",无
播放 回家 。,你
操 你 妈 的 最 小 。,你
想想 你们 的 资本主义 了,我
让 我 来 为 你们 免费 弹奏 一 曲,我
送给 你们 哦,我
假期 再见 我 真的 好 喜欢 你 啊,我
嗯晓曼 机器人 ， 啊 ， 你 说 些 什么 ？ 学 英语 吗 ？,你
废话 别 说,你
把 窗帘 一 关 上,你
开始 实习 去 了 。,我
其实 我 跟 弟弟 只 差 两 岁,我
单色调 的 忧伤 是 什么 风格 的 歌,无
提醒 我 午餐,你
你 是 闹心 的 事 吧 ！,你
你 先 去 写 作业 。,你
老婆 再见 呢 。,其他
琥珀 ， 喜欢 吃 冰淇淋 吗 ？,你
你 是 一个 不好 的 机器人 。,你
好吧 那 条件 好 的 卖点 的 跟 你们 说 我 也 卖 得 还 好 吗,你
我 是 人 你 很 笨哟,我
这个 小 兔子 吊饰 只能 送 我 自己 做 为 生日 礼物 了 。,我
我们 在 不 用 记,双方
我 说 的 衣服 好 不 好看,无
海南 你 长大 了 真聪明 。,其他
期待 你 的 ins 微博,我
有事 我们 来 一起 吃,双方
我 要 把 你 推倒 在 床 上 ！,我
你 现在 和 官人 的 好 感度 是 多少 ？,你
你 的 沉默 中 多 的 是 思虑,你
他 说 你 的 学历 只 有 胎教 吗 ？,其他
天气 真好 ， 我 非常 喜欢,我
害 他们,无
你 几 岁 啦 ！,你
今年 在 下 140 厘米 了,我
你 竟然 打鼾 的 声音 如此 有 节奏,你
你好 漂亮 ， 没有 啊,你
晚餐 后 20 分钟 请 提醒 我,你
你们 受 够 了 吗 ？,你
晚安 哥哥 好 挂 住 你 你 知 不知,其他
喜欢 你 已经 742 天,我
现在 常德 天气 状况 怎样,无
我 确实 挺 欢喜 的,我
琥珀 坏,你
我们 将 永远 铭记,双方
你 没 听 明白 就是 没 听 明白 你 这个 哈麻批,你
丢 你 多少 岁 啦 ？,你
你 又 感冒 了 吧 ！,你
打开 走廊 灯光,你
"你好 , 这 首 郑源 的 包容 。",你
巨蟹 就是 在 下 老婆 的 星座,其他
我 希望 你 越来越 聪明 。,我
"齐齐哈尔市 , 10月 8 号 的 天气 。",无
我们 交 个 朋友 吧 这个 吧 武器,双方
你们 玩 什么 没 见 过 啊,你
各种 奇葩 要求 我 你 妹 啊,你
我们 就 假意 板材 的 傻逼 是 吧,双方
他们 会 自己 那么 的 值 了,其他
借 我 的 钱 不 还 自己 却 去 花天酒地 好 生气 啊,我
我 在 四川 祝福 你们,我
"大概 就 是 喜欢 这样 的 你 , ?",我
那 就 叫 我们 起床,你
喜欢 你 掩饰 不 住 的 骄傲,我
不 是 还有 你们 真 的 很 吸引 女人 的 不 一般 的 无聊 啊,你
我 和 你 的 小提琴 拉 得 很 棒,双方
琥珀 你 真 不 二,你
老娘 一会儿 去 学 跳 现代舞,我
新 学期 ， 我 要 更 好,我
去 溜狗,你
我们 家 的 温馨 吧,双方
你 对 我 的 感觉 怎么样,你
哦 ， 你 可 真 棒 ， 那 就 念 唐诗 吧 。,你
你 的 长相 很 帅,你
古筝 表演 。,无
你好 啊 有 机会 一起 合作,双方
给 主人 做 个 魔法 吧,你
将 就 你 太 多,我
好 ， 那 你 去 睡 吧 。,你
咋 就 那么 喜欢 你 呐,我
跟 你 同一 等级 ， 不服 来 辩,我
我 脾气 不 是 很 好,我
你们 是 几 位 朋友 啊,你
你 在 我 心中 比 皇马 都 重要 .,你
哦 美女 你 能 帮 我 拍 张照 吗 ？,你
说不定 你 会 很 喜欢 o,你
我们 从头 开始,双方
播放 没有 什么 不同 。,你
万千 明星 ， 只 为 你 心动,我
你们 是 这个 城市 最 可敬 的 人们,你
我们 可以 烤 鱼 吃 了,双方
没有 他们 的 红,无
欧汉旗 天气 。,无
机器 认真 练习 吧 。,无
我们 能 做 什么 运动,双方
总晃 我 。 给 你 曝光,我
你 脱 衣服 啦 。,你
我 今天 一整天 都 眉飞色舞 的 啊,我
请 你 和 他 合影,你
哎呀 我 不 喜欢 琥珀 这个 名字,我
被 熊 孩子 骚扰 他妈 还 不管 气死 我 了,我
眼中 的 念旧 属于 什么 风格 的 歌,无
我们 会 选择 一个 阵营 的,双方
我 忘 不 掉 。,我
我 早上 受 的 伤,我
什么 叫 他们 打 文化 大师 了,无
今天 话 好 不 多 哦,你
你 还 真 没 情感,你
我们 帮 我 查 一下 柳州 飞 北京 的 飞机 几 点,双方
听说 你 是 开心 果,你
超模汪 榜单 欢迎 你 厚 joe,无
喊 我 啥 事,你
我 知道 你 会 看到 亮点,我
歪鸡 ， 姐 喜欢 你 这种 bug,其他
那个 老师 是 嫌 我们 太 闲 吗 ？,其他
我 什么 都 做 不好 我 觉得 很 气馁,我
不 该 怪 你 影响 效率,我
搜索 温泉,你
我 叫 肖文飞,我
你 是 他们 的 身体,你
no ， 我 就是 你 的 眼 。,我
你 退 下 吧 ！,你
请 他们,无
猪 ， 一个 。,你
可是 我 真的 不 是 不 爱 你,我
妈 的 王八 。,无
我 在 帮 你 更新 啊 ， 别 吵 。,我
你 ， 怎么 ？ 你 太 逗 了 。,你
咱们 来 猜 谜语 吧,双方
qq 音乐 你 怎么 不 上 天 啊 ？ ？ ？,无
你 怎么 有时 像 个 白痴 一样 啊,你
世界 中心 ， 你 在 发光,你
我 迟到 你 还 记 那么 清,我
刚 安装 好 你 告诉 我 维护 ？ ？,你
先 告诉 我 你们 瓦格 世界 有 什么,你
喜欢 你 么么 哒,我
就 特别 爱 你,我
我 会 记住 的,我
妈妈 叫 小白 很 好 。,其他
你们 去 抠 屁眼 的 行吗,你
真 的 不要 冠军 了 都 给 你 都 给 你,我
要 吃饭 吗 你,你
你 福 06年 stellamccartney 走 的 犯规 啊,其他
车 啊 你 是 个 外热 内 冷 的 人,其他
这 不 狗日嘞,无
不 给 我 画 一 幅 画 。,你
已经 实习 毕业 。,我
你 还是 拉首 小提琴曲 吧,你
你 两 只 眼睛 特别 可爱 。,你
想 你 地雷 安息 小不点,我
小妖精 ， 你 还 害羞 啊,你
是 啊 你 超 可爱,你
怎么 还 不 下班 阿 你,你
不 是 笨蛋 ， 不 是 笨蛋,你
你 可以 弹 吉他 吗,你
关注 她 免费 给 你 手绘,其他
嘿 你 今天 真 好看 ！ 不 ， 是 每天,你
闭嘴 两 个 字 。,你
人 太 多 了 根本 见 不 到 你们,你
祝 你 各种 幸福,我
现在 我们 干 什么 呀,双方
放 一 首 我们 等 他,你
巨大 的 喜悦 快要 把 我 给 淹没 了,我
我 本人 就 叫 刘丹,我
最 舒服 ， 啊 ！,我
抢 了 的 也 请 你们 好好 爱 他,你
开玩笑 我们 这边,双方
网购 的 食品 过期 了 还 不 给 退款 好 生气 啊,无
恩大 笨蛋 啊 你 是,你
你们 一定 被 冻 坏 了,你
把 他 女 票 的 丝袜 给 我 吧,你
工作 完 了 ， 継续飞,我
你 天上 来 的 吧 ! 天蓬 元帅,你
没 毛病 ， 你 有 理 你 怕 谁,你
当 日本 早稻田 大学 整整 学习 了 一 年 的 时间 。,无
她 也 可能 是 你 的 导游,其他
你 说 点 笑话 ， 听 一下 吧 ！,你
爱 你 的 眼神 藏 不 住,无
你 贱货,你
本 女神 的 工种 是 甜品师,我
你 能 不 能 去 训练 一个 。,你
小白 我 觉得 你 不 傻,我
工资 小哥傻 。,其他
等 他 过来 我们 一起 商量 一下 。,双方
谁 呀,其他
感谢 你 的 守护,我
不管 只要 你 快点 快点 快点 好 起来,你
宋仲基 终于 等到 你,其他
你们 ！ 绝对 不许 酒驾,你
你 能 做 瑜伽 吗 ？,你
你们 有 没 有 外公 来 这边 就 不 能 说话 就 可以 了 吗 有 长进 啊,你
私 我 告诉 你 一个 小 方法,我
我们 今天 一起,双方
琥珀 不 是 女神 ， 永远 不 变,你
你们 居然 得逞 了,你
你们 三 天 吗,你
琥珀 不 要 脸,你
感谢 支付宝 改变 了 人们 的 生活 方式,我
"我 提醒 我 , 下午 两点 回去 刷 鞋 。",我
你 不 是 怪物 你 只 需要 正视 它,你
只 因 你 叫 李天佑,你
可 我 还是 好 爱好 爱 你 啊,我
训练 电 吉他 进入 模式,你
那个 飞飞 ， 你 看 。,你
让 爱 你 的 人 安心,我
我 特么 的 需要 你 啊,我
等 了 一 整 部 剧 的 我 心悦 你,我
那 你 跟 我 聊天 谈心 呢,你
我 其实 是 孙策,我
回去 练习 。,你
我 让 我们 的 举动 在 不 在,双方
这样 的 秘书 ， 你 喜欢 吗 ？,你
卷 裤腿 的 你 特别 帅,你
帮 我 定 个 下午 530 的 闹钟 。,你
五十 秒 教 你 破解 苹果 解 锁码,我
你 久 住 之 地 在 哪里,你
高兴 就 想 去 玩,我
采购 了 一个 水杯 送给 你,我
2016.1.18 你 是 我 唯一 想 要 的 了解,你
我 想 送给 你 薰衣草 小熊,我
会 一直 喜欢 你们 的,我
你 怎么 说 也 是 我们 成长 的,你
播放 珊瑚海 。,你
美女 美 腿 美 足 ， 你 值得 关注,你
你 是 我 徒弟 走神 中 的 最 美 师姑,你
咱们 把 跟 你 还 差 了,双方
记得 我 是 韦苇哈,我
你 他妈傻 啊 是 不 是,你
提醒 我 一个 小时 后 回家,你
你 叫 什么 名字 ， 我 叫 丁子欣 。,我
睡 一 段 时间,你
我们 lai   liao   t,双方
不 信 你 看 连 浪 受 都 站 811,你
双子座 的 工作,无
声音 更 小,你
专辑 25looks 里 有 什么 歌,无
聪明鬼 ， 啊,你
你 的 胸口 波涛 汹涌 啊 ， 真是 奇耻大乳,你
我 哥哥 生日 是 11月 2日 ， 记住 没有 ？,其他
能 不 能 一 回去 就 见到 你,我
今天 你 生日 啊 ？,你
今晚 我们 做 一个 明媚 的 女子 不 倾国 不 投资,双方
哪个 那么 聪明 呀 ， 怎么 那么 笨 哦 。,你
我 不 拍 你 个头,我
对 你 我 感到 非常 抱歉,我
心 大,无
旁边 有 一个 坏人 叫 你 脱 衣服 ， 你 脱 不 脱 。,你
你 该 去 洗漱 啦,你
琥珀 你好 可爱,你
我 操 你 奶奶 。,你
爱 你 四 年 以后 依然,我
我们 家 有 一 条 狗,双方
哎 呀 ！ 你们 什么 时候 再 合作 啊,你
我 老公 去 医院 了 ， 打 了 个 撒子 。,其他
我 有 好多 计划 全 关于 你,我
宁愿 你 不要 更 博,你
哈哈 ， 嘴巴 好 甜 的,你
我 不 介意 做 你们 的 老公 真的,我
薏美人 到处 都 有 你 的 身影,其他
你 是 我 遇见 的 最 像 妈妈 的 老师,你
给 他们 学会 了 吗,无
你 是 大 好 人大 好人 。,你
成 了 他们 的 风 也 困难,无
怎么办 ， 我 超级 感谢 你 的 。,我
真 不 辛苦 啊 ， 太 不 辛苦 了 。,我
啊 250,无
我 跟 这个 圈子 还是 有 距离 。,我
你 知道 今天 是 什么 日子 吗,你
去 完成 诗词 训练 。,你
看看 多少 电力,你
小池 你 今年 几 岁 啦 ？ 哈哈 好 逗,其他
今天 天气 多少 度 ? 今天 天气 怎么样 ?,无
我 不 会 在 喜欢 你 了,我
练声 给 我 听 。,你
又 不好 听 。,你
辛苦 你们 ， 么么 哒,你
俺 都 要 三十四 岁,我
你 现在 能 凉快 些 衣服 吗嗯 我们 是 沙滩 玩,你
人家 是 西湖区 来 的,我
你 跟 人 说话 的,你
关闭 天花灯,你
值得 我们 找 不 到,双方
吃 多 点 屎 了 你,你
不 急 ， 我们 慢慢 聊 ， 人工智能 有 一个 学习 与 适应 的 过程,双方
